ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Topics
1,Exclusive Time of Functions,64.1%,Medium,100.0,https://leetcode.com/problems/exclusive-time-of-functions,"Array, Stack"
2,Integer to Roman,67.9%,Medium,92.0,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
3,Fizz Buzz,73.9%,Easy,90.0,https://leetcode.com/problems/fizz-buzz,"Math, String, Simulation"
4,Best Time to Buy and Sell Stock,54.8%,Easy,88.9,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,"Array, Dynamic Programming"
5,Roman to Integer,64.2%,Easy,88.9,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
6,Count Ways to Group Overlapping Ranges,37.7%,Medium,85.4,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges,"Array, Sorting"
7,Two Sum,55.1%,Easy,85.4,https://leetcode.com/problems/two-sum,"Array, Hash Table"
8,Meeting Rooms II,51.9%,Medium,81.2,https://leetcode.com/problems/meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
9,Minimum Absolute Difference,70.3%,Easy,81.2,https://leetcode.com/problems/minimum-absolute-difference,"Array, Sorting"
10,Number of Divisible Triplet Sums,66.0%,Medium,81.2,https://leetcode.com/problems/number-of-divisible-triplet-sums,"Array, Hash Table"
11,Minimum Operations to Make All Array Elements Equal,36.6%,Medium,79.6,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal,"Array, Binary Search, Sorting, Prefix Sum"
12,Rotate Image,77.2%,Medium,77.9,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
13,Minimum Operations to Make Median of Array Equal to K,47.9%,Medium,76.0,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k,"Array, Greedy, Sorting"
14,Maximum Profitable Triplets With Increasing Prices I,54.3%,Medium,74.0,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i,"Array, Binary Indexed Tree, Segment Tree"
15,Activity Participants,72.4%,Medium,74.0,https://leetcode.com/problems/activity-participants,Database
16,The kth Factor of n,69.3%,Medium,74.0,https://leetcode.com/problems/the-kth-factor-of-n,"Math, Number Theory"
17,Minimum Levels to Gain More Points,40.0%,Medium,71.8,https://leetcode.com/problems/minimum-levels-to-gain-more-points,"Array, Prefix Sum"
18,Type of Triangle,38.4%,Easy,71.8,https://leetcode.com/problems/type-of-triangle,"Array, Math, Sorting"
19,Average Value of Even Numbers That Are Divisible by Three,61.3%,Easy,71.8,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three,"Array, Math"
20,Taking Maximum Energy From the Mystic Dungeon,41.1%,Medium,71.8,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Prefix Sum"
21,Find Products of Elements of Big Array,23.0%,Hard,71.8,https://leetcode.com/problems/find-products-of-elements-of-big-array,"Array, Binary Search, Bit Manipulation"
22,Find The First Player to win K Games in a Row,39.4%,Medium,71.8,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row,"Array, Simulation"
23,String Compression,57.3%,Medium,71.8,https://leetcode.com/problems/string-compression,"Two Pointers, String"
24,Sort the Students by Their Kth Score,85.6%,Medium,71.8,https://leetcode.com/problems/sort-the-students-by-their-kth-score,"Array, Sorting, Matrix"
25,Find the Array Concatenation Value,70.7%,Easy,71.8,https://leetcode.com/problems/find-the-array-concatenation-value,"Array, Two Pointers, Simulation"
26,Count the Number of Incremovable Subarrays II,40.2%,Hard,71.8,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii,"Array, Two Pointers, Binary Search"
27,Minimum Length of String After Operations,75.2%,Medium,71.8,https://leetcode.com/problems/minimum-length-of-string-after-operations,"Hash Table, String, Counting"
28,Count Vowel Strings in Ranges,67.9%,Medium,71.8,https://leetcode.com/problems/count-vowel-strings-in-ranges,"Array, String, Prefix Sum"
29,Find Occurrences of an Element in an Array,72.9%,Medium,71.8,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array,"Array, Hash Table"
30,Maximum Profitable Triplets With Increasing Prices II,45.5%,Hard,71.8,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii,"Array, Binary Indexed Tree, Segment Tree"
31,Longest Substring Without Repeating Characters,36.3%,Medium,69.4,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
32,Longest Common Prefix,44.9%,Easy,69.4,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
33,Valid Parentheses,41.8%,Easy,69.4,https://leetcode.com/problems/valid-parentheses,"String, Stack"
34,Maximum Units on a Truck,74.0%,Easy,69.4,https://leetcode.com/problems/maximum-units-on-a-truck,"Array, Greedy, Sorting"
35,Merge Intervals,48.8%,Medium,66.7,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
36,Count Binary Substrings,65.8%,Easy,66.7,https://leetcode.com/problems/count-binary-substrings,"Two Pointers, String"
37,Get Equal Substrings Within Budget,58.7%,Medium,66.7,https://leetcode.com/problems/get-equal-substrings-within-budget,"String, Binary Search, Sliding Window, Prefix Sum"
38,Minimum Suffix Flips,73.5%,Medium,63.6,https://leetcode.com/problems/minimum-suffix-flips,"String, Greedy"
39,Numbers With Repeated Digits,42.9%,Hard,63.6,https://leetcode.com/problems/numbers-with-repeated-digits,"Math, Dynamic Programming"
40,Maximum Sum of Distinct Subarrays With Length K,42.6%,Medium,63.6,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
41,Letter Combinations of a Phone Number,63.1%,Medium,63.6,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
42,Longest Consecutive Sequence,47.2%,Medium,60.1,https://leetcode.com/problems/longest-consecutive-sequence,"Array, Hash Table, Union Find"
43,Merge Sorted Array,52.3%,Easy,60.1,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
44,Lexicographically Smallest String After Substring Operation,32.6%,Medium,60.1,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation,"String, Greedy"
45,Number of Divisible Substrings,73.5%,Medium,55.9,https://leetcode.com/problems/number-of-divisible-substrings,"Hash Table, String, Counting, Prefix Sum"
46,Count Pairs Of Similar Strings,72.1%,Easy,55.9,https://leetcode.com/problems/count-pairs-of-similar-strings,"Array, Hash Table, String, Bit Manipulation, Counting"
47,Shortest and Lexicographically Smallest Beautiful String,39.7%,Medium,55.9,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string,"String, Sliding Window"
48,Longest Palindromic Substring,35.3%,Medium,55.9,https://leetcode.com/problems/longest-palindromic-substring,"Two Pointers, String, Dynamic Programming"
49,Subarray Product Less Than K,52.4%,Medium,50.8,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
50,Find The Original Array of Prefix Xor,88.1%,Medium,50.8,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,"Array, Bit Manipulation"
51,Validate Binary Search Tree,34.0%,Medium,50.8,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
52,Smallest Missing Non-negative Integer After Operations,39.6%,Medium,50.8,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,"Array, Hash Table, Math, Greedy"
53,Product of Array Except Self,67.4%,Medium,50.8,https://leetcode.com/problems/product-of-array-except-self,"Array, Prefix Sum"
54,Divide Players Into Teams of Equal Skill,69.0%,Medium,50.8,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill,"Array, Hash Table, Two Pointers, Sorting"
55,Merge k Sorted Lists,55.8%,Hard,44.3,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
56,Single-Threaded CPU,46.1%,Medium,44.3,https://leetcode.com/problems/single-threaded-cpu,"Array, Sorting, Heap (Priority Queue)"
57,Backspace String Compare,49.4%,Easy,44.3,https://leetcode.com/problems/backspace-string-compare,"Two Pointers, String, Stack, Simulation"
58,Maximum Subarray,51.7%,Medium,44.3,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
59,Find Minimum in Rotated Sorted Array,52.2%,Medium,44.3,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search"
60,Next Permutation,42.3%,Medium,44.3,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
61,Group Anagrams,70.3%,Medium,44.3,https://leetcode.com/problems/group-anagrams,"Array, Hash Table, String, Sorting"
62,Trapping Rain Water,64.3%,Hard,44.3,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
63,Number of Operations to Make Network Connected,64.1%,Medium,44.3,https://leetcode.com/problems/number-of-operations-to-make-network-connected,"Depth-First Search, Breadth-First Search, Union Find, Graph"
64,Subarray Sum Equals K,44.9%,Medium,44.3,https://leetcode.com/problems/subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
65,Climbing Stairs,53.3%,Easy,44.3,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization"
66,Rotate Array,42.5%,Medium,44.3,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
67,Palindrome Number,58.7%,Easy,44.3,https://leetcode.com/problems/palindrome-number,Math
68,Spiral Matrix,52.9%,Medium,44.3,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
69,Subsets,80.3%,Medium,44.3,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
70,Flipping an Image,82.8%,Easy,44.3,https://leetcode.com/problems/flipping-an-image,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation"
71,Flip String to Monotone Increasing,61.6%,Medium,44.3,https://leetcode.com/problems/flip-string-to-monotone-increasing,"String, Dynamic Programming"
72,Longest Increasing Subsequence,57.2%,Medium,44.3,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
73,Median of Two Sorted Arrays,42.9%,Hard,44.3,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
74,Intersection of Two Arrays,76.0%,Easy,44.3,https://leetcode.com/problems/intersection-of-two-arrays,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
75,Find the Index of the First Occurrence in a String,44.5%,Easy,44.3,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
76,Generate Parentheses,76.5%,Medium,35.3,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
77,N-Queens,71.7%,Hard,35.3,https://leetcode.com/problems/n-queens,"Array, Backtracking"
78,Rearrange Array to Maximize Prefix Score,41.3%,Medium,35.3,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score,"Array, Greedy, Sorting, Prefix Sum"
79,Minimum Number of Flips to Make the Binary String Alternating,40.5%,Medium,35.3,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,"String, Dynamic Programming, Greedy, Sliding Window"
80,Minimum Swaps to Group All 1's Together II,65.6%,Medium,35.3,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,"Array, Sliding Window"
81,Find All Possible Stable Binary Arrays II,27.2%,Hard,35.3,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii,"Dynamic Programming, Prefix Sum"
82,Find Longest Calls,62.7%,Medium,35.3,https://leetcode.com/problems/find-longest-calls,Database
83,Happy Number,57.6%,Easy,35.3,https://leetcode.com/problems/happy-number,"Hash Table, Math, Two Pointers"
84,Partition Equal Subset Sum,47.2%,Medium,35.3,https://leetcode.com/problems/partition-equal-subset-sum,"Array, Dynamic Programming"
85,132 Pattern,33.9%,Medium,35.3,https://leetcode.com/problems/132-pattern,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
86,Add Two Numbers,45.4%,Medium,35.3,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
87,Increasing Triplet Subsequence,39.2%,Medium,35.3,https://leetcode.com/problems/increasing-triplet-subsequence,"Array, Greedy"
88,Range Product Queries of Powers,41.6%,Medium,35.3,https://leetcode.com/problems/range-product-queries-of-powers,"Array, Bit Manipulation, Prefix Sum"
89,Count Number of Teams,70.1%,Medium,35.3,https://leetcode.com/problems/count-number-of-teams,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
90,Find the Duplicate Number,62.3%,Medium,35.3,https://leetcode.com/problems/find-the-duplicate-number,"Array, Two Pointers, Binary Search, Bit Manipulation"
91,Least Number of Unique Integers after K Removals,63.3%,Medium,35.3,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,"Array, Hash Table, Greedy, Sorting, Counting"
92,Task Scheduler,61.0%,Medium,35.3,https://leetcode.com/problems/task-scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
93,Maximal Square,48.2%,Medium,35.3,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
94,Majority Element,65.5%,Easy,35.3,https://leetcode.com/problems/majority-element,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
95,Minimum Operations to Reduce an Integer to 0,56.7%,Medium,35.3,https://leetcode.com/problems/minimum-operations-to-reduce-an-integer-to-0,"Dynamic Programming, Greedy, Bit Manipulation"
96,Prime In Diagonal,35.6%,Easy,35.3,https://leetcode.com/problems/prime-in-diagonal,"Array, Math, Matrix, Number Theory"
97,LRU Cache,44.4%,Medium,35.3,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
98,Word Break,47.9%,Medium,35.3,https://leetcode.com/problems/word-break,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
99,Degree of an Array,57.1%,Easy,35.3,https://leetcode.com/problems/degree-of-an-array,"Array, Hash Table"
100,The Employee That Worked on the Longest Task,50.6%,Easy,35.3,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task,Array
