ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Topics
1,Find Duplicate File in System,67.6%,Medium,100.0,https://leetcode.com/problems/find-duplicate-file-in-system,"Array, Hash Table, String"
2,Game of Life,70.9%,Medium,97.8,https://leetcode.com/problems/game-of-life,"Array, Matrix, Simulation"
3,Minimize Malware Spread,42.2%,Hard,97.8,https://leetcode.com/problems/minimize-malware-spread,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph"
4,Simple Bank System,63.4%,Medium,97.8,https://leetcode.com/problems/simple-bank-system,"Array, Hash Table, Design, Simulation"
5,Median of Two Sorted Arrays,42.9%,Hard,95.5,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
6,Minimize Malware Spread II,44.5%,Hard,95.5,https://leetcode.com/problems/minimize-malware-spread-ii,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph"
7,Seat Reservation Manager,70.1%,Medium,95.5,https://leetcode.com/problems/seat-reservation-manager,"Design, Heap (Priority Queue)"
8,Design Hit Counter,69.0%,Medium,95.5,https://leetcode.com/problems/design-hit-counter,"Array, Binary Search, Design, Queue, Data Stream"
9,Check If It Is a Good Array,60.9%,Hard,95.5,https://leetcode.com/problems/check-if-it-is-a-good-array,"Array, Math, Number Theory"
10,Web Crawler Multithreaded,49.6%,Medium,95.5,https://leetcode.com/problems/web-crawler-multithreaded,"Depth-First Search, Breadth-First Search, Concurrency"
11,Design a Text Editor,47.4%,Hard,95.5,https://leetcode.com/problems/design-a-text-editor,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List"
12,Word Pattern II,48.5%,Medium,95.5,https://leetcode.com/problems/word-pattern-ii,"Hash Table, String, Backtracking"
13,Two Sum,55.1%,Easy,95.5,https://leetcode.com/problems/two-sum,"Array, Hash Table"
14,Word Pattern,42.8%,Easy,95.5,https://leetcode.com/problems/word-pattern,"Hash Table, String"
15,Number of Valid Words for Each Puzzle,47.0%,Hard,95.5,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,"Array, Hash Table, String, Bit Manipulation, Trie"
16,Web Crawler,68.5%,Medium,95.5,https://leetcode.com/problems/web-crawler,"String, Depth-First Search, Breadth-First Search, Interactive"
17,Word Break II,52.9%,Hard,95.5,https://leetcode.com/problems/word-break-ii,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization"
18,Grid Illumination,37.7%,Hard,95.5,https://leetcode.com/problems/grid-illumination,"Array, Hash Table"
19,Letter Combinations of a Phone Number,63.1%,Medium,95.5,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
20,Max Area of Island,72.9%,Medium,92.8,https://leetcode.com/problems/max-area-of-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
21,Number of Islands,61.6%,Medium,65.5,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
22,Top K Frequent Elements,64.1%,Medium,55.5,https://leetcode.com/problems/top-k-frequent-elements,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
23,Merge Intervals,48.8%,Medium,55.5,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
24,Number of Islands II,40.0%,Hard,55.5,https://leetcode.com/problems/number-of-islands-ii,"Array, Hash Table, Union Find"
