ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Topics
1,Two Sum,55.1%,Easy,100.0,https://leetcode.com/problems/two-sum,"Array, Hash Table"
2,Trapping Rain Water,64.3%,Hard,85.6,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
3,Longest Substring Without Repeating Characters,36.3%,Medium,82.3,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
4,Merge Sorted Array,52.3%,Easy,81.9,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
5,Longest Palindromic Substring,35.3%,Medium,78.7,https://leetcode.com/problems/longest-palindromic-substring,"Two Pointers, String, Dynamic Programming"
6,Valid Parentheses,41.8%,Easy,78.3,https://leetcode.com/problems/valid-parentheses,"String, Stack"
7,Add Two Numbers,45.4%,Medium,78.2,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
8,Group Anagrams,70.3%,Medium,78.0,https://leetcode.com/problems/group-anagrams,"Array, Hash Table, String, Sorting"
9,3Sum,36.4%,Medium,77.0,https://leetcode.com/problems/3sum,"Array, Two Pointers, Sorting"
10,Container With Most Water,57.2%,Medium,75.3,https://leetcode.com/problems/container-with-most-water,"Array, Two Pointers, Greedy"
11,Median of Two Sorted Arrays,42.9%,Hard,74.8,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
12,Merge Intervals,48.8%,Medium,73.9,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
13,Longest Common Prefix,44.9%,Easy,72.3,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
14,Roman to Integer,64.2%,Easy,72.1,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
15,Maximum Subarray,51.7%,Medium,70.7,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
16,Climbing Stairs,53.3%,Easy,70.1,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization"
17,Jump Game,39.1%,Medium,70.0,https://leetcode.com/problems/jump-game,"Array, Dynamic Programming, Greedy"
18,Spiral Matrix,52.9%,Medium,69.7,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
19,Letter Combinations of a Phone Number,63.1%,Medium,69.2,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
20,Generate Parentheses,76.5%,Medium,68.2,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
21,Merge k Sorted Lists,55.8%,Hard,68.0,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
22,Palindrome Number,58.7%,Easy,67.7,https://leetcode.com/problems/palindrome-number,Math
23,Reverse Integer,29.9%,Medium,66.1,https://leetcode.com/problems/reverse-integer,Math
24,Merge Two Sorted Lists,66.3%,Easy,65.5,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
25,Search in Rotated Sorted Array,42.3%,Medium,65.4,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search"
26,Remove Duplicates from Sorted Array,59.5%,Easy,64.9,https://leetcode.com/problems/remove-duplicates-from-sorted-array,"Array, Two Pointers"
27,Rotate Image,77.2%,Medium,64.6,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
28,Next Permutation,42.3%,Medium,64.1,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
29,Largest Rectangle in Histogram,46.6%,Hard,63.9,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
30,Valid Sudoku,61.7%,Medium,60.6,https://leetcode.com/problems/valid-sudoku,"Array, Hash Table, Matrix"
31,Subsets,80.3%,Medium,60.4,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
32,Word Search,44.6%,Medium,60.2,https://leetcode.com/problems/word-search,"Array, String, Backtracking, Depth-First Search, Matrix"
33,Find First and Last Position of Element in Sorted Array,46.1%,Medium,59.2,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,"Array, Binary Search"
34,Set Matrix Zeroes,58.9%,Medium,58.9,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix"
35,First Missing Positive,40.6%,Hard,58.7,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
36,Jump Game II,41.1%,Medium,57.8,https://leetcode.com/problems/jump-game-ii,"Array, Dynamic Programming, Greedy"
37,"Pow(x, n)",36.5%,Medium,57.3,https://leetcode.com/problems/powx-n,"Math, Recursion"
38,4Sum,37.6%,Medium,57.0,https://leetcode.com/problems/4sum,"Array, Two Pointers, Sorting"
39,Remove Nth Node From End of List,48.1%,Medium,56.8,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
40,Reverse Nodes in k-Group,62.0%,Hard,56.3,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
41,Search a 2D Matrix,51.8%,Medium,56.0,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
42,Sort Colors,66.4%,Medium,56.0,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
43,Regular Expression Matching,29.0%,Hard,55.8,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion"
44,Unique Paths,65.4%,Medium,55.2,https://leetcode.com/problems/unique-paths,"Math, Dynamic Programming, Combinatorics"
45,Validate Binary Search Tree,34.0%,Medium,54.1,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
46,Remove Element,59.4%,Easy,54.1,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
47,Find the Index of the First Occurrence in a String,44.5%,Easy,53.5,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
48,Sqrt(x),40.0%,Easy,53.2,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
49,N-Queens,71.7%,Hard,52.8,https://leetcode.com/problems/n-queens,"Array, Backtracking"
50,Combination Sum,73.9%,Medium,52.8,https://leetcode.com/problems/combination-sum,"Array, Backtracking"
51,Minimum Window Substring,44.7%,Hard,51.9,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
52,Zigzag Conversion,50.8%,Medium,51.5,https://leetcode.com/problems/zigzag-conversion,String
53,Search Insert Position,48.3%,Easy,50.5,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
54,Integer to Roman,67.9%,Medium,50.1,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
55,Plus One,47.0%,Easy,49.7,https://leetcode.com/problems/plus-one,"Array, Math"
56,Longest Valid Parentheses,35.7%,Hard,49.3,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
57,String to Integer (atoi),18.7%,Medium,48.1,https://leetcode.com/problems/string-to-integer-atoi,String
58,Permutations,80.1%,Medium,47.7,https://leetcode.com/problems/permutations,"Array, Backtracking"
59,Reverse Linked List II,49.1%,Medium,47.3,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
60,Combination Sum II,57.2%,Medium,46.4,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
61,Swap Nodes in Pairs,66.5%,Medium,46.4,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
62,Minimum Path Sum,65.8%,Medium,44.9,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
63,Divide Two Integers,18.1%,Medium,44.9,https://leetcode.com/problems/divide-two-integers,"Math, Bit Manipulation"
64,Add Binary,55.2%,Easy,44.9,https://leetcode.com/problems/add-binary,"Math, String, Bit Manipulation, Simulation"
65,3Sum Closest,46.6%,Medium,43.9,https://leetcode.com/problems/3sum-closest,"Array, Two Pointers, Sorting"
66,Remove Duplicates from Sorted Array II,62.2%,Medium,43.9,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
67,Same Tree,64.4%,Easy,43.9,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
68,Insert Interval,42.9%,Medium,43.9,https://leetcode.com/problems/insert-interval,Array
69,Decode Ways,36.1%,Medium,43.4,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
70,Subsets II,58.9%,Medium,43.4,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
71,Wildcard Matching,29.4%,Hard,42.8,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion"
72,Rotate List,39.4%,Medium,42.2,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
73,Length of Last Word,55.4%,Easy,41.6,https://leetcode.com/problems/length-of-last-word,String
74,Remove Duplicates from Sorted List,54.4%,Easy,41.0,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List
75,Binary Tree Inorder Traversal,78.0%,Easy,41.0,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
76,Simplify Path,46.6%,Medium,41.0,https://leetcode.com/problems/simplify-path,"String, Stack"
77,Sudoku Solver,63.7%,Hard,41.0,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
78,Search in Rotated Sorted Array II,38.6%,Medium,40.4,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
79,Edit Distance,58.2%,Medium,39.7,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
80,Count and Say,57.9%,Medium,39.7,https://leetcode.com/problems/count-and-say,String
81,Multiply Strings,41.8%,Medium,39.0,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation"
82,Text Justification,47.1%,Hard,37.5,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
83,Unique Binary Search Trees II,59.7%,Medium,36.7,https://leetcode.com/problems/unique-binary-search-trees-ii,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
84,Unique Paths II,42.8%,Medium,34.1,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix"
85,Permutation Sequence,49.2%,Hard,34.1,https://leetcode.com/problems/permutation-sequence,"Math, Recursion"
86,Partition List,58.3%,Medium,33.2,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
87,Combinations,72.3%,Medium,32.1,https://leetcode.com/problems/combinations,Backtracking
88,Maximal Rectangle,52.9%,Hard,32.1,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
89,Permutations II,61.0%,Medium,29.9,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting"
90,Gray Code,61.2%,Medium,28.7,https://leetcode.com/problems/gray-code,"Math, Backtracking, Bit Manipulation"
91,Recover Binary Search Tree,55.5%,Medium,27.4,https://leetcode.com/problems/recover-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
92,Spiral Matrix II,72.9%,Medium,25.9,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
93,Interleaving String,41.4%,Medium,25.9,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming"
94,Substring with Concatenation of All Words,32.8%,Hard,24.4,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window"
95,Unique Binary Search Trees,62.1%,Medium,24.4,https://leetcode.com/problems/unique-binary-search-trees,"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
96,Restore IP Addresses,52.4%,Medium,22.7,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking"
97,Remove Duplicates from Sorted List II,49.3%,Medium,22.7,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Linked List, Two Pointers"
98,Valid Number,21.1%,Hard,16.5,https://leetcode.com/problems/valid-number,String
99,Scramble String,41.7%,Hard,13.9,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming"
100,N-Queens II,76.0%,Hard,5.0,https://leetcode.com/problems/n-queens-ii,Backtracking
