ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Topics
1,Zigzag Conversion,50.8%,Medium,100.0,https://leetcode.com/problems/zigzag-conversion,String
2,Trapping Rain Water,64.3%,Hard,100.0,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
3,LRU Cache,44.4%,Medium,92.3,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
4,Best Time to Buy and Sell Stock,54.8%,Easy,92.3,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,"Array, Dynamic Programming"
5,Minimum Time Difference,62.3%,Medium,81.5,https://leetcode.com/problems/minimum-time-difference,"Array, Math, String, Sorting"
