ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Topics
1,Longest Substring Without Repeating Characters,36.3%,Medium,100.0,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
2,Find Polygon With the Largest Perimeter,65.7%,Medium,100.0,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter,"Array, Greedy, Sorting, Prefix Sum"
3,Generate Parentheses,76.5%,Medium,88.3,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
4,XOR Queries of a Subarray,78.5%,Medium,88.3,https://leetcode.com/problems/xor-queries-of-a-subarray,"Array, Bit Manipulation, Prefix Sum"
